nct_id,phase,start_date,enrollment_type,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT02389621,Phase 3,15/06/2015,Actual,4,64,2,0,52,,,6,14,718
NCT02391337,Phase 4,20/12/2016,Actual,,16,6,,,,,,,300
NCT02392234,Phase 3,31/03/2015,Actual,2,0,6,0,18,,0,,10,956
NCT02392559,Phase 3,24/03/2016,Actual,,,,,26,,,,0,288
NCT02393378,Phase 2,08/04/2015,Actual,,,,,,,,,,14
NCT02393859,Phase 3,10/11/2015,Actual,,,,,8,,,,0,208
NCT02394028,Phase 3,20/03/2015,Actual,10,136,96,,182,,10,70,298,5282
NCT02394925,Not Applicable,01/01/2015,Actual,0,1,31,0,,,0,,3,73
NCT02395172,Phase 3,24/03/2015,Actual,,,,,202,,,,174,1208
NCT02396953,Phase 1/Phase 2,31/03/2015,Actual,0,0,0,0,,,0,,0,56
NCT02397096,Phase 3,09/06/2015,Actual,14,50,180,2,288,,70,,20,2056
NCT02397473,Phase 3,22/05/2015,Actual,0,4,12,0,14,,16,,26,352
NCT02399085,Phase 2,31/03/2016,Actual,0,2,0,0,,,0,,7,72
NCT02401542,Phase 1/Phase 2,30/06/2015,Actual,0,30,2,0,,,0,,0,108
NCT02403635,Phase 1,30/04/2015,Actual,0,2,4,0,1,,1,,0,28
NCT02403674,Phase 3,05/06/2015,Actual,32,248,270,0,,,212,,0,694
NCT02403999,Not Applicable,01/03/2015,Actual,0,2,0,0,,,0,,0,60
NCT02404350,Phase 3,31/08/2015,Actual,,,,,274,,,,188,1530
NCT02405442,Phase 2,30/04/2015,Actual,,6,22,,16,,,10,32,662
NCT02407223,Phase 3,13/07/2015,Actual,0,70,6,0,74,,2,,34,1238
NCT02407236,Phase 3,10/07/2015,Actual,,,,,48,,,,120,1754
NCT02407756,Phase 2,31/03/2015,Actual,,10,4,,2,,,6,,286
NCT02409342,Phase 3,20/07/2015,Actual,0,162,8,0,70,,2,,34,2012
NCT02409355,Phase 3,07/05/2015,Actual,0,4,0,0,0,,0,,0,28
NCT02409368,Phase 2,29/04/2015,Actual,0,4,6,0,122,,0,,18,3098
NCT02409667,Phase 3,07/05/2015,Actual,0,16,4,0,,,0,,30,1597
NCT02411084,Phase 3,29/02/2016,Actual,0,2,0,0,14,,2,,2,124
NCT02411448,Phase 3,06/05/2015,Actual,2,706,2,0,46,,0,,260,836
NCT02412111,Phase 3,30/06/2015,Actual,0,0,4,0,2,,0,,8,586
NCT02412878,Phase 3,09/09/2015,Actual,,90,10,,14,,,26,46,1726
NCT02414854,Phase 3,27/04/2015,Actual,,,,,980,,,,0,2824
NCT02414958,Phase 3,30/06/2015,Actual,0,46,34,2,34,,4,,0,2800
NCT02415400,Phase 4,04/06/2015,Actual,,,,,48,,,,8214,966
NCT02415595,Phase 2,12/05/2015,Actual,2,,66,,,,,,28,316
NCT02416453,Phase 2,15/06/2015,Actual,0,26,72,0,,,6,8,0,730
NCT02419417,Phase 1/Phase 2,19/06/2015,Actual,0,8,4,0,6,,0,,102,212
NCT02420821,Phase 3,20/05/2015,Actual,6,342,10,2,114,,0,,312,2874
NCT02421510,Phase 3,31/05/2015,Actual,0,12,2,0,,,0,,46,1504
NCT02421939,Phase 3,20/10/2015,Actual,0,204,42,2,28,,,12,82,1114
NCT02422186,Phase 3,20/08/2015,Actual,0,0,0,0,30,,8,,14,496
NCT02423577,Phase 2,30/09/2015,Actual,0,6,6,2,14,,14,,0,274
NCT02425644,Phase 3,04/06/2015,Actual,2,0,10,0,,,0,,46,2208
NCT02425891,Phase 3,23/06/2015,Actual,80,322,116,2,286,,10,,158,2634
NCT02426125,Phase 3,13/07/2015,Actual,2,230,8,0,46,,0,,164,1670
NCT02428699,Not Applicable,20/05/2015,Actual,0,3,4,0,0,,3,,0,90
NCT02432235,Phase 1,05/10/2015,Actual,0,8,34,0,26,,0,,12,452
NCT02432274,Phase 1/Phase 2,29/12/2014,Actual,0,0,0,0,32,,12,,122,222
NCT02432846,Phase 2,30/04/2015,Actual,0,0,0,0,,,0,,12,340
NCT02435173,Phase 2/Phase 3,24/08/2015,Actual,0,4,4,0,,,4,,0,62
NCT02435433,Phase 3,20/07/2015,Actual,0,466,12,0,44,,10,,360,704
NCT02435992,Phase 3,17/06/2015,Actual,0,180,92,0,144,,0,,56,5404
NCT02436668,Phase 3,31/05/2015,Actual,0,224,24,0,36,,2,,44,1366
NCT02438787,Phase 3,31/07/2015,Actual,0,88,4,0,84,,0,,44,1040
NCT02438826,Phase 3,18/06/2015,Actual,0,0,4,0,66,,70,,72,736
NCT02439749,Not Applicable,30/06/2015,Actual,0,28,138,0,,,,4,330,232
NCT02443155,Phase 2,10/11/2015,Actual,0,2,8,0,20,,0,,20,1178
NCT02443298,Phase 2,23/06/2015,Actual,2,44,34,0,12,,4,,0,760
NCT02443688,Phase 2,30/10/2015,Actual,0,0,8,0,14,,10,,0,764
NCT02443883,Phase 2,07/07/2015,Actual,0,4,0,0,44,,48,,22,538
NCT02446912,Phase 3,09/06/2015,Actual,2,48,132,0,174,,0,,80,1392
NCT02447003,Phase 2,11/06/2015,Actual,2,78,52,0,32,,6,,42,804
NCT02447302,Phase 2,15/10/2015,Actual,2,10,2,0,14,,2,,2,592
NCT02449473,Phase 2,29/09/2015,Actual,0,6,6,0,,,0,,0,146
NCT02450331,Phase 3,05/10/2015,Actual,,,,,50,,,,116,1452
NCT02451930,Phase 1,04/09/2015,Actual,0,14,2,0,2,,0,,122,144
NCT02451943,Phase 3,14/09/2015,Actual,12,196,28,2,110,,18,,96,1574
NCT02453256,Phase 3,20/11/2015,Actual,8,50,10,0,78,,0,,8,686
NCT02453711,Phase 2,01/10/2015,Actual,8,18,122,6,110,,,18,492,3054
NCT02454933,Phase 3,15/07/2015,Actual,0,52,0,0,2,,0,,0,62
NCT02454972,Phase 2,25/08/2015,Actual,2,12,14,,,,,,158,484
NCT02456740,Phase 3,17/07/2015,Actual,6,34,132,2,160,,6,28,0,3452
NCT02457559,Phase 1,10/09/2015,Actual,,,,,0,,,8,,108
NCT02458638,Phase 2,16/07/2015,Actual,18,1,5,4,40,,,,91,789
NCT02459262,Phase 1,31/05/2015,Actual,0,2,0,0,2,,0,,0,956
NCT02462486,Phase 3,25/06/2015,Actual,,230,18,,48,,,4,6,1592
NCT02462603,Phase 2,17/05/2016,Actual,0,1,0,0,2,,0,,0,79
NCT02465450,Phase 2,29/09/2015,Actual,0,0,4,0,4,,0,,2,330
NCT02465515,Phase 4,01/07/2015,Actual,1036,838,478,10,,104,396,,4,16060
NCT02465567,Phase 3,30/06/2015,Actual,284,1302,610,4,3240,,0,,740,27856
NCT02467270,Phase 2,30/06/2015,Actual,,86,12,,136,,,6,26,862
NCT02467621,Phase 4,31/01/2016,Actual,0,0,0,0,,,0,,6582,0
NCT02469090,Phase 3,18/06/2015,Actual,0,10,4,2,12,,0,,0,408
NCT02469246,Phase 3,29/06/2015,Actual,2,20,260,,70,,,22,0,1850
NCT02469623,Not Applicable,06/09/2014,Actual,0,0,0,0,3,,0,,0,167
NCT02470585,Phase 3,29/06/2015,Actual,6,368,86,6,162,,6,,16,3910
NCT02472145,Phase 2/Phase 3,04/08/2015,Actual,0,50,6,0,18,,0,,68,1160
NCT02473289,Phase 2,23/07/2015,Actual,0,4,30,0,18,,0,,6,714
NCT02474355,Phase 3,18/09/2015,Actual,0,2085,21,0,,,0,,11,897
NCT02475681,Phase 3,26/06/2015,Actual,2,6,26,2,48,,0,,96,1960
NCT02476916,Phase 2,26/06/2015,Actual,0,6,0,0,0,,6,,16,180
NCT02476968,Phase 4,28/09/2015,Actual,,6,,,8,,,2,4,704
NCT02477696,Phase 3,28/07/2015,Actual,0,6,26,0,26,,0,,126,1948
NCT02477800,Phase 3,13/08/2015,Actual,,350,16,2,74,,,20,690,5436
NCT02479880,Phase 4,03/07/2015,Actual,,14,20,,50,,,4,8,24
NCT02480153,Phase 3,25/06/2015,Actual,,66,30,,,,,64,,1034
NCT02481830,Phase 3,14/09/2015,Actual,2,282,6,0,20,,0,,588,1378
NCT02482298,Phase 2,09/07/2015,Actual,0,0,92,0,,,2,,0,80
NCT02484547,Phase 3,15/09/2015,Actual,2,256,22,,134,,,10,756,5372
NCT02485899,Phase 1/Phase 2,28/02/2015,Actual,0,2,0,0,2,,0,,168,92
NCT02488759,Phase 1/Phase 2,13/10/2015,Actual,12,112,34,0,,,0,,48,950
NCT02489318,Phase 3,27/11/2015,Actual,34,462,38,0,,,2,,130,1438
NCT02489344,Phase 2,07/07/2015,Actual,,,,,,,,3,,8
NCT02491463,Phase 1,23/07/2015,Actual,,14,,,,,,2,,128
NCT02491944,Phase 1,31/07/2015,Actual,0,3,0,0,,,0,,0,7
NCT02492711,Phase 3,24/08/2015,Actual,0,86,72,6,106,,18,,218,1990
NCT02493751,Phase 1,26/10/2015,Actual,0,12,6,0,0,,,2,10,190
NCT02493946,Phase 3,30/04/2015,Actual,2,2,2,0,,,0,,6,1188
NCT02494583,Phase 3,31/07/2015,Actual,58,414,26,4,290,,44,,48,2168
NCT02494778,Phase 2,24/09/2015,Actual,0,2,0,0,,,0,,19,227
NCT02496767,Phase 3,03/09/2015,Actual,0,20,12,2,,,0,,6,1082
NCT02497287,Phase 3,30/09/2015,Actual,0,81,15,0,149,,8,,25,1326
NCT02497469,Phase 3,29/06/2015,Actual,30,124,10,2,28,,4,,1390,1496
NCT02498392,Phase 2,07/10/2015,Actual,0,2,6,0,26,,2,,10,566
NCT02499770,Phase 1/Phase 2,26/06/2015,Actual,2,2,8,0,6,,0,,2,364
NCT02501161,Phase 3,31/01/2016,Actual,,,,,482,,,,0,1542
NCT02501473,Phase 1/Phase 2,03/02/2016,Actual,0,2,4,0,10,,0,,14,174
NCT02504216,Phase 3,18/08/2015,Actual,10,1932,310,2,,,6,,262,10606
NCT02505542,Phase 3,31/07/2015,Actual,2,38,1,,,,,5,9,681
NCT02505919,Not Applicable,21/11/2015,Actual,,,,,12,,,,0,356
NCT02508532,Phase 1,31/08/2015,Actual,4,44,24,2,,,0,,64,362
NCT02512302,Phase 1,31/10/2015,Actual,0,2,0,0,0,,0,,0,58
NCT02513394,Phase 3,31/08/2015,Actual,72,558,298,24,530,,,146,1306,20110
NCT02513459,Phase 2,16/09/2015,Actual,0,10,0,0,,,0,,0,55
NCT02516241,Phase 3,02/11/2015,Actual,0,416,12,0,92,,,50,34,3524
NCT02517099,Phase 2,05/06/2015,Actual,,,,,0,,,,12,108
NCT02519842,Phase 3,14/09/2015,Actual,2,28,0,0,,,8,,0,112
NCT02520011,Phase 2,14/03/2016,Actual,0,4,8,0,,,0,,8,188
NCT02520284,Phase 2/Phase 3,30/09/2015,Actual,,20,20,2,4,,,4,6,604
NCT02524847,Phase 3,20/01/2016,Actual,,1,2,,5,,,4,0,46
NCT02525523,Phase 3,03/12/2015,Actual,0,12,2,0,,,0,,30,232
NCT02525939,Phase 3,30/04/2016,Actual,46,234,506,60,1876,,306,,220,21340
NCT02526160,Phase 3,22/10/2015,Actual,,42,6,,24,,,,4,460
NCT02527343,Phase 2/Phase 3,28/12/2015,Actual,,4,,,4,,,2,0,150
NCT02528643,Phase 2,09/11/2015,Actual,0,154,16,2,6,,,2,0,480
NCT02532764,Phase 1/Phase 2,30/06/2015,Actual,0,0,0,0,,,0,,0,140
NCT02532855,Phase 3,20/10/2015,Actual,64,36,38,2,,,138,,0,948
NCT02534350,Phase 2,31/12/2015,Actual,,2,4,2,6,,,4,8,214
NCT02534844,Phase 2/Phase 3,31/10/2015,Actual,0,10,2,0,12,,2,,12,186
NCT02536196,Not Applicable,30/06/2016,Actual,,,,,28,,,,0,928
NCT02536404,Phase 2,25/01/2016,Actual,0,8,2,2,8,,2,,2,448
NCT02538666,Phase 3,13/10/2015,Actual,,,,,80,,,,744,990
NCT02540954,Phase 3,29/09/2015,Actual,0,0,0,0,0,,0,,270,1070
NCT02540993,Phase 3,17/09/2015,Actual,308,2880,528,36,1756,,374,,84,16730
NCT02541604,Phase 1/Phase 2,30/11/2015,Actual,0,6,12,0,32,,4,,92,202
NCT02542293,Phase 3,03/11/2015,Actual,88,1320,40,,392,,,28,24,5852
NCT02542631,Not Applicable,01/08/2015,Actual,2,6,46,10,,,0,,0,492
NCT02544451,Phase 3,31/08/2015,Actual,0,2,0,0,8,,0,,18,952
NCT02544633,Phase 2,31/10/2015,Actual,0,28,6,0,2,,0,,2,234
NCT02544763,Phase 3,06/04/2016,Actual,2,10,10,,14,2,8,,,398
NCT02545049,Phase 3,17/09/2015,Actual,286,2908,516,62,2442,,346,,64,22784
NCT02545504,Phase 3,13/10/2015,Actual,2,20,16,,140,,,58,66,1426
NCT02547441,Phase 3,31/12/2015,Actual,6,20,0,0,160,,0,,14,1652
NCT02547922,Phase 2,04/11/2015,Actual,8,56,14,2,130,,,78,0,292
NCT02549170,Phase 3,15/12/2015,Actual,6,0,0,0,46,,0,,46,430
NCT02550873,Phase 2,01/09/2015,Actual,,2,2,,2,,,,,226
NCT02552121,Phase 1/Phase 2,30/11/2015,Actual,0,4,0,0,2,,0,,0,126
NCT02552238,Phase 3,12/10/2015,Actual,0,21,24,0,,,24,,0,103
NCT02553317,Phase 3,30/11/2015,Actual,,,,,12,,,,24,254
NCT02554786,Phase 3,29/12/2015,Actual,136,1932,46,2,178,,98,2446,210,3816
NCT02554799,Phase 1,17/09/2015,Actual,0,2,4,0,2,,6,,0,58
NCT02555657,Phase 3,13/10/2015,Actual,16,376,34,0,,,48,,44,726
NCT02555683,Phase 3,11/12/2015,Actual,154,254,58,,,,,26,12,1284
NCT02555878,Phase 3,11/09/2015,Actual,,,,,264,,,,166,1252
NCT02556203,Phase 3,16/12/2015,Actual,0,6,32,4,86,,0,,936,5512
NCT02557139,Phase 1,30/09/2015,Actual,0,0,6,0,,,0,,0,40
NCT02558231,Phase 3,01/05/2016,Actual,,,,,40,,,,26,428
NCT02558829,Phase 3,03/12/2015,Actual,0,10,6,2,30,,0,,54,526
NCT02559687,Phase 2,02/12/2015,Actual,0,42,2,0,2,,0,,17,179
NCT02561156,Phase 1,26/08/2015,Actual,0,10,16,2,6,,10,,0,308
NCT02561806,Phase 3,31/10/2015,Actual,0,18,8,0,,,6,,8,564
NCT02562235,Phase 3,29/10/2015,Actual,,,,,,,,,24,
NCT02562755,Phase 3,31/10/2015,Actual,,,,,22,,,,0,896
NCT02563002,Phase 3,30/11/2015,Actual,0,100,28,0,42,,0,,82,976
NCT02564263,Phase 3,01/12/2015,Actual,2,496,12,2,88,,12,,76,1824
NCT02564952,Phase 2,11/03/2016,Actual,0,0,0,0,,,0,,0,18
NCT02565186,Phase 3,07/10/2015,Actual,30,26,794,20,896,,50,,64,6804
NCT02565914,Phase 3,31/08/2015,Actual,1,2,7,0,24,,0,,34,2016
NCT02566044,Phase 1/Phase 2,27/09/2017,Actual,0,0,0,0,,,0,,0,32
NCT02566759,Phase 1,23/09/2015,Actual,0,18,14,0,,,2,,0,186
NCT02566993,Phase 3,30/08/2016,Actual,,2,4,,,,,8,150,1062
NCT02568683,Phase 1/Phase 2,11/02/2016,Actual,,,,,,,,,20,20
NCT02569242,Phase 3,14/12/2015,Actual,0,802,0,0,,,0,,0,36
NCT02569398,Phase 2/Phase 3,29/10/2015,Actual,,,,,42,,,,2,1070
NCT02569801,Phase 2,04/12/2015,Actual,0,56,4,0,,,2,,0,80
NCT02570308,Phase 1/Phase 2,29/02/2016,Actual,0,0,0,0,,,0,,2,290
NCT02571777,Phase 3,08/12/2015,Actual,64,1342,34,,,,,168,2,4574
NCT02573233,Phase 2,27/01/2016,Actual,0,2,12,0,4,,0,,0,150
NCT02573324,Phase 3,04/01/2015,Actual,26,184,18,4,,,4,,2,1144
NCT02574286,Phase 4,29/06/2016,Actual,0,0,0,0,0,,1,,2,39
NCT02574312,Not Applicable,01/10/2015,Actual,,,,,0,,,,88,88
NCT02574455,Phase 3,07/11/2017,Actual,,44,124,,90,,,54,48,1756
NCT02574637,Phase 2,05/01/2016,Actual,0,0,4,0,4,,0,,4,100
NCT02576509,Phase 3,07/12/2015,Actual,2,664,10,0,30,,0,,776,1490
NCT02576574,Phase 3,29/10/2015,Actual,0,484,14,2,144,,0,,254,3958
NCT02576678,Phase 2,13/10/2015,Actual,0,8,4,2,18,,,6,0,130
NCT02576847,Phase 3,31/10/2015,Actual,2,5,1,1,80,,0,,12,513
NCT02576860,Phase 3,31/10/2015,Actual,2,12,6,0,70,,0,,2,960
NCT02577354,Not Applicable,31/08/2016,Actual,2,4,12,0,18,,0,,12,768
NCT02577406,Phase 3,30/12/2015,Actual,0,48,16,0,14,,0,,240,958
NCT02578680,Phase 3,15/01/2016,Actual,0,36,28,0,,,0,,6,1162
NCT02578940,Phase 3,30/11/2015,Actual,,,,,0,,,,0,104
NCT02579382,Phase 2,10/11/2015,Actual,,310,18,4,0,,,2,0,434
NCT02579759,Phase 3,31/12/2015,Actual,,,,,6,,,,2,638
NCT02579863,Phase 3,19/10/2015,Actual,0,108,24,2,16,,2,,58,1030
NCT02580058,Phase 3,21/12/2015,Actual,2,266,20,2,12,,,6,54,1902
NCT02580591,Phase 3,22/12/2015,Actual,26,22,44,2,1784,,8,,0,2022
NCT02581631,Phase 1/Phase 2,11/02/2016,Actual,0,8,26,0,8,,0,,168,366
NCT02581891,Phase 4,19/11/2015,Actual,0,6,2,0,20,,0,,44,1012
NCT02581995,Phase 4,19/11/2015,Actual,0,4,3,0,,,0,,34,519
NCT02583477,Phase 1/Phase 2,25/03/2016,Actual,,2,,,,,,2,,42
NCT02584855,Phase 3,14/09/2015,Actual,0,6,1,0,16,,2,,48,715
NCT02585778,Phase 3,23/10/2015,Actual,,,,,44,,,,4,986
NCT02585895,Phase 3,21/12/2015,Actual,,,,,4,,,,0,74
NCT02585934,Phase 3,31/10/2015,Actual,0,94,44,2,456,,,6,54,4448
NCT02585960,Phase 3,23/11/2015,Actual,,,,,18,,,,4,220
NCT02586233,Phase 1/Phase 2,30/09/2015,Actual,0,34,20,0,,,4,,0,144
NCT02586805,Phase 3,03/03/2016,Actual,,,,,18,,,,2,230
NCT02586909,Phase 3,26/04/2016,Actual,0,44,16,1,193,,0,,25,1919
NCT02588261,Phase 3,11/02/2016,Actual,,650,,,46,,,410,36,978
NCT02589665,Phase 2,09/12/2015,Actual,0,66,14,0,14,,0,,22,880
NCT02592434,Phase 3,10/06/2016,Actual,0,0,5,0,64,,0,,24,357
NCT02593539,Phase 2,22/07/2016,Actual,,,,,,,,,,5
NCT02594163,Phase 2,31/10/2015,Actual,0,0,0,0,6,,0,,20,74
NCT02595983,Phase 2,31/10/2015,Actual,0,0,0,0,2,,0,,0,22
NCT02596893,Phase 3,08/12/2015,Actual,4,58,24,,,,,,66,1250
NCT02597127,Phase 2,31/01/2016,Actual,12,18,36,2,58,,0,,4,1874
NCT02597712,Phase 2,15/05/2013,Actual,0,0,0,0,,,0,,0,48
NCT02597933,Phase 3,12/11/2015,Actual,10,286,72,2,80,,8,,0,1846
NCT02599324,Phase 1/Phase 2,01/12/2015,Actual,2,138,8,0,36,,0,,4,860
NCT02599402,Phase 3,20/12/2015,Actual,0,2,0,0,5,,0,,23,1036
NCT02599961,Phase 2,10/09/2015,Actual,1,1,1,0,1,,0,,2,24
NCT02600819,Phase 3,14/12/2015,Actual,0,0,45,0,8,,0,,0,57
NCT02603107,Phase 3,20/11/2015,Actual,12,32,302,0,214,,,52,,1696
NCT02603120,Phase 3,11/11/2015,Actual,8,36,242,6,196,,,12,10,1742
NCT02603393,Phase 4,20/11/2015,Actual,0,6,0,0,,,0,,2,2098
NCT02603419,Phase 1,10/03/2016,Actual,0,4,6,2,6,,0,,4,114
NCT02603432,Phase 3,25/04/2016,Actual,0,312,4,0,60,,0,,316,2108
NCT02604433,Phase 3,02/05/2016,Actual,,234,2,,14,,,52,28,1014
NCT02605122,Phase 2/Phase 3,30/04/2016,Actual,0,32,26,0,8,,2,,10,298
NCT02605954,Phase 3,18/11/2015,Actual,,12,84,,86,,,2,6,906
NCT02605993,Phase 2,04/01/2016,Actual,,,,,2,,,,6,44
NCT02606461,Phase 2/Phase 3,04/01/2016,Actual,0,38,14,6,36,,100,,94,1080
NCT02606877,Phase 4,19/04/2016,Actual,0,6,0,0,4,,0,,0,138
NCT02607735,Phase 3,11/11/2015,Actual,2,28,120,6,50,,,2,4,1448
NCT02607865,Phase 3,15/02/2016,Actual,36,490,320,2,642,,,112,190,5660
NCT02607930,Phase 3,13/11/2015,Actual,12,32,452,6,274,,,34,10,1696
NCT02607956,Phase 3,11/11/2015,Actual,4,34,394,2,328,,,100,,1718
NCT02609828,Phase 3,28/10/2015,Actual,0,70,4,0,30,,0,,0,516
NCT02610140,Phase 2,03/12/2015,Actual,0,6,6,0,,,0,,20,464
NCT02611778,Phase 3,19/12/2015,Actual,0,4,0,0,,,0,,12,938
NCT02611817,Phase 3,04/01/2016,Actual,4,92,22,6,6,,2,,1022,1422
NCT02611830,Phase 3,18/12/2015,Actual,6,142,6,,2,,,,674,702
NCT02612064,Not Applicable,01/11/2015,Actual,0,4,4,0,0,,4,,0,908
NCT02612428,Phase 3,31/01/2016,Actual,0,6,14,0,,,4,,4,274
NCT02612857,Phase 2,30/11/2015,Actual,,,,,6,,,,0,54
NCT02614196,Phase 3,04/12/2015,Actual,82,332,126,4,492,,128,,118,2634
NCT02614261,Phase 3,30/11/2015,Actual,12,108,144,2,512,,202,,140,3348
NCT02614794,Phase 2,28/01/2016,Actual,0,46,110,0,102,,0,,210,1980
NCT02616783,Phase 3,22/12/2015,Actual,2,,8,,48,,,,42,564
NCT02617589,Phase 3,01/03/2016,Actual,,,,,10,,,,696,414
NCT02618512,Phase 1/Phase 2,15/10/2015,Actual,0,0,0,0,0,,0,,0,6
NCT02618915,Phase 1/Phase 2,16/12/2015,Actual,,,,,0,,,,0,12
NCT02619617,Phase 2,31/10/2016,Actual,,,,,3,,,,22,3
NCT02622074,Phase 1,27/01/2016,Actual,0,42,0,0,6,,0,,0,192
NCT02622321,Phase 3,18/11/2015,Actual,2,42,22,2,36,,0,,8,340
NCT02622724,Phase 3,23/12/2015,Actual,4,6,18,,,12,,,142,410
NCT02624869,Phase 3,10/09/2016,Actual,0,8,4,0,26,,,44,0,570
NCT02625324,Not Applicable,30/04/2016,Actual,,,,,,,,,11,42
NCT02625610,Phase 3,24/12/2015,Actual,4,240,8,0,68,,,12,134,1530
NCT02625909,Phase 3,09/03/2017,Actual,,16,4,,22,,,34,10,666
NCT02626000,Phase 1,06/04/2016,Actual,0,1,1,0,2,,,1,0,67
NCT02627963,Phase 3,30/04/2016,Actual,,,,,,,,,36,664
NCT02628600,Phase 3,05/02/2016,Actual,0,100,10,0,,,2,,12,202
NCT02628743,Phase 2,20/01/2016,Actual,0,3,1,0,,,0,,33,94
NCT02629159,Phase 3,01/12/2015,Actual,8,170,176,2,1054,,44,,0,5062
NCT02629822,Phase 2,14/01/2016,Actual,1,0,3,0,2,,0,,3,11
NCT02630966,Phase 4,10/08/2016,Actual,0,2,2,0,0,,0,,68,64
NCT02631070,Phase 3,09/02/2016,Actual,,,2,,14,,,4,246,650
NCT02631538,Phase 2,17/02/2016,Actual,2,8,12,,,10,2,,,138
NCT02631577,Phase 1/Phase 2,31/12/2015,Actual,,,,,2,,,,82,68
NCT02631876,Phase 3,02/03/2016,Actual,2,16,20,0,42,,8,,62,1314
NCT02631941,Phase 1,31/01/2016,Actual,0,10,8,0,,,10,,0,154
NCT02632409,Phase 3,22/03/2016,Actual,2,310,10,0,74,,0,,798,1642
NCT02632786,Phase 2,31/03/2016,Actual,0,2,10,0,0,,0,8,12,484
NCT02634983,Phase 4,03/06/2016,Actual,0,0,0,0,,,0,,0,31
NCT02635776,Phase 3,22/12/2015,Actual,2,108,18,2,94,,0,,96,1884
NCT02638259,Phase 3,21/02/2015,Actual,4,6,12,0,,,0,,0,730
NCT02638974,Not Applicable,29/02/2016,Actual,,,,,,,,,4,88
NCT02639910,Phase 2,30/11/2016,Actual,0,0,0,0,,,0,,0,48
NCT02641392,Phase 3,25/07/2016,Actual,4,26,6,,,,,8,22,554
NCT02642159,Phase 4,15/03/2016,Actual,,,,,98,,,,2,726
NCT02647281,Phase 1,17/12/2015,Actual,,10,12,,,,,,,90
NCT02648204,Phase 3,06/01/2016,Actual,0,382,140,0,276,,0,,20,3978
NCT02649894,Not Applicable,31/05/2016,Actual,0,8,20,0,,,0,,10,200
NCT02650128,Not Applicable,31/12/2015,Actual,0,2,1,0,,,0,,10,47
NCT02651987,Phase 2,15/12/2015,Actual,,2,,,,,,2,,144
NCT02652260,Phase 2,04/03/2016,Actual,0,8,96,0,10,,6,,0,224
NCT02652481,Not Applicable,31/01/2016,Actual,3,42,45,,6,,,5,16,381
NCT02655016,Phase 3,07/07/2016,Actual,2,50,24,2,,,,,78,1310
NCT02655887,Not Applicable,15/06/2016,Actual,0,4,9,0,12,,0,,1,314
NCT02657356,Phase 3,04/10/2016,Actual,0,52,32,0,118,,0,,12,594
NCT02657369,Phase 2,07/07/2016,Actual,0,1,3,0,2,,0,,6,56
NCT02657434,Phase 3,30/04/2016,Actual,4,272,12,0,76,,0,,188,1760
NCT02658175,Phase 3,23/12/2015,Actual,,28,,,4,,,2,0,238
NCT02659020,Phase 1/Phase 2,01/03/2016,Actual,2,22,28,2,56,,84,,52,994
NCT02660034,Phase 1,02/02/2016,Actual,0,24,6,6,14,,0,,44,822
NCT02660359,Phase 3,08/07/2016,Actual,60,0,20,2,,,30,,76,326
NCT02660580,Phase 3,16/02/2016,Actual,36,28,6,0,92,,,2,8,1600
NCT02661178,Phase 1,31/12/2015,Actual,0,0,0,0,8,,0,,0,308
NCT02661217,Phase 4,12/02/2016,Actual,2,20,26,2,,,,2,4,1948
NCT02663908,Phase 3,19/04/2016,Actual,4,16,56,0,60,,0,,14,2026
NCT02666664,Phase 3,21/01/2016,Actual,6,44,114,4,70,,2,,12,8668
NCT02667587,Phase 3,09/05/2016,Actual,,136,16,,36,,,40,700,1936
NCT02669017,Phase 1,31/03/2016,Actual,0,6,22,0,12,,,6,6,680
NCT02669433,Phase 2,31/01/2016,Actual,0,8,8,0,20,,2,,12,1022
NCT02669667,Phase 1,18/02/2016,Actual,0,22,8,0,4,,2,,0,140
NCT02670330,Phase 3,09/06/2015,Actual,,,,,36,,,,14,254
NCT02671435,Phase 1/Phase 2,22/02/2016,Actual,2,116,34,6,72,,2,,36,1264
NCT02672111,Phase 3,30/11/2015,Actual,0,0,40,0,8,,0,,10,850
NCT02674061,Phase 2,25/02/2016,Actual,0,60,10,2,18,,2,,50,1362
NCT02674386,Phase 3,23/08/2016,Actual,0,16,18,0,14,,0,,8,544
NCT02675231,Phase 2,23/05/2016,Actual,4,70,18,0,74,,2,,122,658
NCT02675426,Phase 3,17/12/2015,Actual,4,118,62,,160,,16,,0,2284
NCT02677896,Phase 3,09/03/2016,Actual,0,310,32,0,166,,0,,204,3888
NCT02677922,Phase 1/Phase 2,03/06/2016,Actual,0,6,16,0,6,,0,,92,400
NCT02681523,Phase 2,28/10/2015,Actual,,0,0,,,2,0,,,6
NCT02681809,Phase 2,31/12/2015,Actual,0,0,6,0,22,,0,,0,164
NCT02682381,Phase 3,23/06/2016,Actual,0,6,14,0,28,,,6,28,154
NCT02682420,Not Applicable,20/09/2016,Actual,5,20,0,0,0,,0,,5,170
NCT02683941,Phase 3,06/03/2017,Actual,0,6,2,0,0,,0,,166,134
NCT02684058,Phase 2,28/12/2017,Actual,,38,12,,,,,8,34,210
