nct_id,phase,start_date,enrollment_type,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT03550378,Phase 2,29/06/2018,Actual,0,0,0,2,0,,0,,0,162
NCT03552198,Not Applicable,23/07/2017,Actual,,,,,,,,16,,148
NCT03552575,Phase 3,01/07/2018,Actual,0,4,0,0,,,0,,0,182
NCT03552757,Phase 3,04/06/2018,Actual,12,634,200,2,310,,,70,0,3612
NCT03553836,Phase 3,12/09/2018,Actual,2,10,16,0,158,,2,,370,3346
NCT03556202,Phase 3,03/09/2018,Actual,130,738,58,6,224,,12,,3084,3492
NCT03557307,Phase 3,01/08/2018,Actual,46,29,26,1,,,,12,,475
NCT03558152,Phase 2,26/10/2018,Actual,2,0,0,0,0,,0,,0,778
NCT03559062,Phase 3,17/05/2018,Actual,0,0,2,0,2,,0,,18,246
NCT03559205,Not Applicable,10/07/2018,Actual,,10,4,,,,4,6,4,518
NCT03559257,Phase 3,31/07/2018,Actual,2,144,10,2,62,,6,,200,1422
NCT03559517,Phase 3,29/08/2018,Actual,0,0,0,0,2,,0,,0,114
NCT03559699,Phase 3,26/06/2018,Actual,0,3,0,0,0,,0,,11,40
NCT03560986,Phase 3,31/05/2018,Actual,6,0,18,0,,,2,,0,172
NCT03566238,Phase 3,16/05/2018,Actual,0,4,4,0,2,,,12,,226
NCT03568318,Phase 3,09/08/2018,Actual,12,400,110,8,144,,22,,0,3176
NCT03568500,Phase 4,21/05/2018,Actual,0,0,16,0,0,,0,,10,150
NCT03569033,Phase 2,04/07/2018,Actual,0,2,4,0,,,2,,0,84
NCT03569293,Phase 3,13/08/2018,Actual,6,424,110,6,266,,60,,0,2776
NCT03569891,Phase 3,27/06/2018,Actual,0,3,2,0,6,,7,,10,106
NCT03571516,Phase 3,31/08/2018,Actual,0,4,0,0,0,,0,,0,36
NCT03572933,Phase 3,30/06/2018,Actual,0,10,0,0,20,,0,,14,360
NCT03573505,Phase 2,24/09/2018,Actual,,14,2,,22,,,4,,382
NCT03575871,Phase 3,29/06/2018,Actual,0,258,42,0,18,,8,,20,1218
NCT03576131,Phase 1/Phase 2,30/04/2018,Actual,0,2,6,0,10,,0,,2,172
NCT03577171,Phase 2,19/06/2018,Actual,0,48,2,0,0,,0,,0,50
NCT03577275,Phase 1,15/06/2018,Actual,0,3,4,0,,,1,,0,24
NCT03578809,Phase 2,05/06/2018,Actual,0,10,6,0,44,,0,,10,2302
NCT03584009,Phase 2,06/09/2018,Actual,0,18,10,0,8,,2,,16,358
NCT03589469,Phase 2,01/08/2018,Actual,1,3,5,1,13,,,5,0,262
NCT03595176,Not Applicable,09/01/2019,Actual,4,30,30,2,34,,0,,176,1448
NCT03596177,Phase 2,26/09/2018,Actual,0,0,2,2,0,,0,,2,106
NCT03596762,Phase 2,20/11/2018,Actual,0,8,76,0,26,,0,,10,676
NCT03597022,Phase 2,24/07/2018,Actual,0,12,2,0,,,0,,0,34
NCT03597295,Phase 2,08/10/2018,Actual,,,1,,4,,,4,58,121
NCT03599713,Phase 2,25/02/2019,Actual,0,2,0,0,2,,0,,94,330
NCT03600805,Phase 3,20/11/2018,Actual,0,0,2,0,,,0,,20,144
NCT03600818,Phase 3,09/10/2018,Actual,0,6,0,0,,,0,,34,196
NCT03602339,Phase 4,14/11/2018,Actual,0,27,2,0,,,0,,19,109
NCT03602560,Phase 3,01/10/2018,Actual,2,34,14,0,,,0,,0,480
NCT03603314,Phase 2/Phase 3,15/02/2019,Actual,,,,,18,,,,30,412
NCT03606512,Phase 1/Phase 2,21/01/2019,Actual,0,4,6,0,10,,6,,2,124
NCT03607422,Phase 3,27/07/2018,Actual,26,384,126,8,186,,20,,0,2898
NCT03610581,Phase 1/Phase 2,27/09/2018,Actual,0,0,2,0,,,0,,0,16
NCT03611751,Phase 3,26/07/2018,Actual,14,88,52,0,232,,,16,20,3658
NCT03614156,Phase 3,02/08/2018,Actual,6,14,48,2,40,,0,,0,438
NCT03615040,Phase 2,11/10/2018,Actual,0,2,0,0,0,,0,,0,322
NCT03615924,Phase 3,26/09/2018,Actual,,60,222,,24,,,12,,454
NCT03616912,Phase 3,02/08/2018,Actual,68,334,178,0,56,,6,,1378,1264
NCT03617588,Phase 2,18/06/2018,Actual,0,6,24,0,,,0,,0,68
NCT03619902,Phase 2,30/01/2019,Actual,0,1,0,0,0,,,,0,15
NCT03622593,Phase 3,09/10/2018,Actual,2,364,236,8,708,,12,,196,5306
NCT03622658,Phase 2,06/09/2018,Actual,0,2,0,0,2,,2,,8,154
NCT03624127,Phase 3,07/08/2018,Actual,,,,,212,,,,0,1120
NCT03627091,Phase 3,06/02/2019,Actual,2,2,2,2,6,,0,,2,144
NCT03629041,Phase 1,31/07/2018,Actual,0,0,2,0,,,0,,0,14
NCT03629249,Phase 3,13/12/2018,Actual,42,62,12,,,,,,32,1060
NCT03631784,Phase 2,19/10/2018,Actual,2,50,8,0,10,,0,,90,696
NCT03633617,Phase 3,24/09/2018,Actual,,,,,36,,,,2,604
NCT03634085,Phase 1,17/05/2018,Actual,0,0,4,0,,,0,,0,28
NCT03635086,Phase 2,22/08/2018,Actual,0,0,0,0,,,0,,0,120
NCT03635983,Phase 3,21/09/2018,Actual,,,,,308,,,,622,636
NCT03636269,Phase 3,17/07/2018,Actual,4,64,182,8,,,22,,0,662
NCT03638128,Phase 3,26/07/2018,Actual,,2,4,,8,,4,4,0,278
NCT03643692,Not Applicable,26/02/2019,Actual,0,0,1,0,,,0,,0,11
NCT03644017,Not Applicable,29/01/2019,Actual,0,2,4,0,0,,1,,1,84
NCT03645434,Phase 2,10/10/2018,Actual,0,0,0,0,,,0,,0,73
NCT03649412,Phase 1,26/09/2018,Actual,,,2,,,4,2,,,58
NCT03650400,Phase 2,01/05/2019,Actual,0,0,0,0,,,2,,0,20
NCT03653026,Phase 3,06/12/2018,Actual,2,270,34,2,84,,6,,0,1690
NCT03654729,Phase 3,07/11/2018,Actual,0,240,4,0,,,0,,36,290
NCT03656107,Not Applicable,14/01/2019,Actual,,,,,0,,,,0,112
NCT03657160,Phase 3,06/02/2019,Actual,0,130,10,0,50,,0,,140,1002
NCT03659136,Phase 2,28/11/2018,Actual,0,2,2,2,10,,0,,58,338
NCT03662659,Phase 2,16/10/2018,Actual,,,,,54,,,,188,306
NCT03662750,Not Applicable,31/08/2017,Actual,,,,,0,,,,0,3
NCT03663101,Phase 2,30/10/2018,Actual,0,8,0,0,,,0,,0,24
NCT03664674,Phase 3,27/08/2018,Actual,0,2,0,0,6,,0,,8,576
NCT03665441,Phase 3,15/09/2018,Actual,2,8,14,0,,,0,,34,966
NCT03668119,Phase 2,31/10/2018,Actual,0,18,4,0,36,,0,,292,498
NCT03669588,Phase 3,22/08/2018,Actual,4,62,12,0,18,,2,,4,566
NCT03670810,Phase 3,24/06/2019,Actual,160,748,54,2,270,,6,,576,4716
NCT03670953,Phase 3,06/11/2018,Actual,6,20,12,0,154,,0,,28,2300
NCT03671148,Phase 3,07/03/2019,Actual,,10,10,,170,,10,,0,1572
NCT03673670,Phase 2,16/07/2018,Actual,0,0,12,2,,,0,,0,144
NCT03675308,Phase 3,25/03/2019,Actual,2,70,12,8,370,,26,,0,3368
NCT03684811,Phase 1/Phase 2,01/11/2018,Actual,0,10,2,0,14,,0,,70,276
NCT03688880,Not Applicable,30/10/2018,Actual,0,4,8,0,,,0,,2,164
NCT03690388,Phase 3,05/10/2018,Actual,6,68,6,0,54,,0,,56,558
NCT03691623,Phase 2,15/10/2018,Actual,0,12,8,0,,,0,,34,300
NCT03691779,Phase 3,02/10/2018,Actual,0,0,0,0,0,,1,,16,147
NCT03691974,Phase 2,15/10/2018,Actual,0,14,26,0,26,,0,,10,644
NCT03692052,Phase 2,28/12/2018,Actual,0,10,1,1,0,,0,,5,23
NCT03693170,Phase 2,17/01/2019,Actual,0,11,0,0,8,,0,,27,144
NCT03693300,Phase 2,16/04/2019,Actual,,,,,2,,,,46,420
NCT03694522,Phase 2,14/09/2018,Actual,2,178,2,,10,,,6,2,420
NCT03695185,Phase 2,26/03/2019,Actual,,,,,5,,,,3,76
NCT03700671,Not Applicable,11/05/2016,Actual,0,0,0,0,,,0,,84,0
NCT03703882,Phase 3,02/10/2018,Actual,0,10,10,2,40,,8,,20,432
NCT03704467,Phase 1,04/03/2019,Actual,0,0,0,0,0,,0,,0,6
NCT03711162,Phase 3,28/11/2018,Actual,44,58,2,0,194,,0,,8,1786
NCT03713320,Phase 2,02/04/2019,Actual,0,2,2,0,10,,0,,18,116
NCT03714815,Phase 2,07/12/2018,Actual,,,,,4,,,,1,86
NCT03720470,Phase 3,29/10/2018,Actual,10,356,70,4,248,,10,,36,2614
NCT03721016,Phase 3,26/10/2018,Actual,6,16,12,2,132,,0,,6,1486
NCT03721107,Phase 2,11/10/2018,Actual,4,8,162,0,122,,2,,6,1156
NCT03727750,Phase 4,03/07/2019,Actual,0,0,3,0,6,,0,,14,79
NCT03730961,Phase 2,17/01/2019,Actual,0,0,2,0,0,,0,,0,90
NCT03732807,Phase 2/Phase 3,03/12/2018,Actual,6,372,54,2,174,,16,,20,2228
NCT03736447,Phase 3,27/12/2018,Actual,0,48,10,0,16,,12,,100,398
NCT03738215,Phase 3,09/11/2018,Actual,4,32,220,8,136,,4,,0,2624
NCT03738397,Phase 3,21/02/2019,Actual,6,310,80,8,150,,22,,0,2192
NCT03738423,Phase 2,13/11/2018,Actual,0,86,28,0,14,,0,,8,380
NCT03739138,Phase 1,18/12/2018,Actual,0,0,0,0,0,,0,,40,80
NCT03739840,Phase 3,06/03/2019,Actual,2,48,6,4,,,,6,,398
NCT03740919,Phase 3,07/04/2019,Actual,24,80,22,4,,,10,,16,1276
NCT03745222,Phase 3,22/05/2019,Actual,,,,,0,,,,0,4
NCT03745820,Phase 2,15/11/2018,Actual,,62,164,4,50,,,4,116,380
NCT03750552,Phase 3,24/01/2019,Actual,0,6,2,0,8,,2,,16,746
NCT03757039,Not Applicable,16/12/2018,Actual,0,16,4,0,,,2,,8,52
NCT03758404,Phase 1/Phase 2,12/08/2019,Actual,0,10,0,0,4,,0,,0,30
NCT03760913,Early Phase 1,21/11/2018,Actual,0,12,14,0,2,,6,,0,430
NCT03761537,Phase 3,13/12/2018,Actual,0,2,2,2,20,,0,,4,1078
NCT03762265,Phase 3,08/01/2019,Actual,0,12,8,0,,,0,,22,220
NCT03762681,Phase 1,14/12/2018,Actual,0,22,2,8,10,,6,,6,166
NCT03764618,Phase 3,24/04/2019,Actual,,,,,10,,,,10,160
NCT03768089,Phase 1/Phase 2,20/03/2018,Actual,4,12,16,0,10,,14,,2,398
NCT03769090,Phase 3,13/12/2018,Actual,4,170,834,0,1624,,124,,48,9704
NCT03773133,Phase 1/Phase 2,14/05/2019,Actual,0,2,0,0,,,0,,0,6
NCT03773978,Phase 3,17/12/2018,Actual,7,48,5,0,43,,2,,50,285
NCT03774875,Phase 4,28/03/2019,Actual,,4,4,,,,,,10,536
NCT03775200,Phase 2,01/03/2019,Actual,0,24,10,0,,,0,,2,430
NCT03775421,Phase 3,11/04/2019,Actual,,,,,3,,,,12,96
NCT03775486,Phase 2,21/12/2018,Actual,0,164,4,0,10,,0,,0,898
NCT03780543,Phase 2,20/12/2018,Actual,0,160,10,2,,,4,,0,8
NCT03783026,Phase 4,06/02/2019,Actual,0,4,0,0,8,,0,,6,228
NCT03785925,Phase 2,29/04/2019,Actual,1,2,2,0,20,,0,,25,326
NCT03786380,Phase 3,20/12/2018,Actual,6,4,74,0,140,,0,,0,584
NCT03790865,Phase 2/Phase 3,25/03/2019,Actual,0,12,14,2,22,,0,,144,438
NCT03796676,Phase 3,18/02/2019,Actual,16,188,34,4,152,,4,,28,714
NCT03798366,Phase 2,14/01/2019,Actual,0,2,0,0,4,,0,,2,124
NCT03798483,Not Applicable,24/01/2019,Actual,,,,,,,,1,,14
NCT03807245,Phase 1,09/01/2019,Actual,0,0,2,0,0,,0,,0,238
NCT03809039,Phase 1,15/01/2019,Actual,0,0,0,0,0,,0,,0,208
NCT03809052,Phase 1,14/01/2019,Actual,0,6,10,0,0,,4,,0,292
NCT03809663,Phase 2,15/03/2019,Actual,2,132,16,0,30,,,2,0,822
NCT03810183,Phase 2,21/05/2019,Actual,,2,,,,,,,,16
NCT03812029,Phase 2,30/01/2019,Actual,2,0,14,0,62,,0,,6,396
NCT03818607,Phase 3,22/01/2019,Actual,,2,,,,,,,16,66
NCT03820258,Phase 2,28/01/2019,Actual,0,2,1,0,2,,,2,0,35
NCT03823287,Phase 3,19/02/2019,Actual,6,108,6,,104,,2,,26,2432
NCT03823404,Phase 2/Phase 3,28/03/2019,Actual,4,12,84,4,156,,0,,66,2246
NCT03829657,Phase 3,22/02/2019,Actual,,,,,12,,,,18,370
NCT03831880,Phase 3,07/02/2019,Actual,0,2,8,0,10,,0,,4,324
NCT03833661,Phase 2,26/03/2019,Actual,0,77,0,0,4,,0,,18,219
NCT03834519,Phase 3,02/05/2019,Actual,2,322,10,4,206,,2,,70,2556
NCT03843125,Phase 3,09/09/2019,Actual,122,482,212,0,,,18,,32,1428
NCT03846427,Phase 2,19/02/2019,Actual,,,,,0,,,,9,59
NCT03848832,Phase 3,29/07/2019,Actual,2,0,0,0,,,0,,0,56
NCT03855137,Phase 3,11/03/2019,Actual,6,566,48,2,62,,10,,0,2418
NCT03865953,Phase 2,09/04/2019,Actual,,,,,0,,,,0,106
NCT03869450,Not Applicable,09/11/2018,Actual,0,0,2,0,,,0,,0,178
NCT03871543,Not Applicable,01/04/2019,Actual,0,90,26,0,,,0,,14,238
NCT03873493,Phase 2,14/01/2020,Actual,0,0,0,0,0,,0,,0,28
NCT03874234,Phase 1,30/04/2019,Actual,,4,4,,,,2,,,38
NCT03875235,Phase 3,16/04/2019,Actual,2,772,28,,,,,58,,510
NCT03881059,Phase 2,01/04/2019,Actual,0,0,8,0,32,,0,,2,770
NCT03888066,Phase 3,24/04/2019,Actual,,,,,226,,,,10,1520
NCT03893565,Phase 2,06/05/2019,Actual,,14,,,,2,2,,,190
NCT03895801,Phase 2,03/04/2019,Actual,0,0,0,0,2,,0,,0,226
NCT03896295,Phase 2,06/08/2019,Actual,,,,,8,,,,0,66
NCT03901144,Phase 2,21/02/2019,Actual,,,,,0,,,,0,49
NCT03907072,Phase 2/Phase 3,04/09/2019,Actual,0,0,0,0,,,0,,2,10
NCT03907540,Phase 1,05/04/2019,Actual,0,0,0,0,,,0,,1,4
NCT03909100,Not Applicable,29/07/2019,Actual,,61,1,,,1,,1,,48
NCT03911713,Phase 2,17/04/2019,Actual,0,2,0,0,4,,0,,0,294
NCT03912233,Phase 2,30/04/2019,Actual,0,0,2,0,6,,2,,16,318
NCT03916744,Phase 1,26/07/2019,Actual,,2,2,,8,,2,,86,200
NCT03921723,Phase 1,07/05/2019,Actual,,,2,,,1,,,,19
NCT03922308,Phase 2,09/10/2019,Actual,0,2,14,0,2,,,4,2,88
NCT03927144,Phase 4,15/05/2019,Actual,2,2,4,0,84,,4,,22,2366
NCT03927209,Phase 1,06/06/2019,Actual,0,4,2,0,0,,4,,0,30
NCT03930264,Phase 1,11/04/2019,Actual,0,2,4,0,,,0,,0,54
NCT03930615,Phase 3,21/06/2019,Actual,0,48,8,4,42,,6,,100,664
NCT03934216,Phase 2,01/07/2019,Actual,0,20,14,0,10,,0,,4,476
NCT03938272,Phase 3,14/03/2019,Actual,0,0,2,0,,,0,,0,42
NCT03943147,Phase 2,15/07/2019,Actual,0,10,6,0,12,,0,,6,30
NCT03944486,Not Applicable,13/08/2019,Actual,,,,,0,,,,1,23
NCT03945188,Phase 3,13/06/2019,Actual,8,62,18,0,38,,0,,14,1592
NCT03948178,Phase 3,26/06/2019,Actual,0,0,0,0,3,,0,,9,442
NCT03948334,Phase 2,04/04/2019,Actual,,86,4,,,,,,,156
NCT03950856,Phase 3,12/06/2019,Actual,10,196,260,2,928,,20,,56,7888
NCT03955133,Not Applicable,18/12/2018,Actual,,,,,0,,,,19,0
NCT03961100,Phase 1,06/06/2019,Actual,,4,2,,,,,,,118
NCT03961204,Phase 4,15/08/2019,Actual,0,8,3,0,,,6,,0,645
NCT03965533,Phase 1,10/06/2019,Actual,,16,,,,,,,,56
NCT03968159,Phase 3,25/04/2019,Actual,2,6,28,0,,,0,,12,548
NCT03976648,Phase 2,18/07/2019,Actual,0,2,0,0,2,,0,,0,120
NCT03979638,Phase 2,10/07/2019,Actual,0,0,2,2,6,,0,,4,258
NCT03980938,Phase 2,08/07/2019,Actual,0,4,0,0,0,,0,,0,56
NCT03987919,Phase 3,30/07/2019,Actual,416,50,158,6,2634,,24,,0,4224
NCT03990649,Phase 2,23/07/2019,Actual,0,0,0,0,0,,0,,6,90
NCT03991494,Phase 1,29/05/2019,Actual,0,0,0,0,,,0,,0,4
NCT03996369,Phase 3,15/09/2020,Actual,14,144,8,0,38,,2,,16,1194
NCT04000009,Phase 3,06/06/2019,Actual,1,1,9,0,,,0,,5,219
NCT04003142,Phase 3,10/07/2019,Actual,2,2,198,0,216,,4,,2,1580
NCT04003155,Phase 3,11/07/2019,Actual,,,,,274,,,,2,778
NCT04003389,Phase 3,10/07/2019,Actual,16,58,632,0,734,,32,,8,5844
NCT04003610,Phase 2,14/05/2020,Actual,0,3,0,0,0,,0,,1,8
NCT04004208,Phase 3,25/09/2019,Actual,2,52,4,,,,2,,,166
NCT04014075,Phase 2,26/11/2019,Actual,0,4,1,1,,,0,,4,69
NCT04015518,Phase 2,31/07/2019,Actual,0,120,2,0,0,,0,,44,442
NCT04016324,Not Applicable,28/11/2019,Actual,1,0,4,0,7,,0,,0,138
NCT04025632,Phase 2,07/11/2019,Actual,,,,,18,,,,10,26
NCT04025684,Not Applicable,30/09/2019,Actual,0,18,18,0,,,0,,0,124
NCT04032158,Phase 3,26/08/2019,Actual,0,0,2,0,,,0,,0,4
NCT04033367,Phase 4,22/08/2019,Actual,0,48,14,0,,,4,,12,298
NCT04034355,Phase 3,07/01/2019,Actual,0,172,2,2,,,0,,58,360
NCT04035668,Phase 2,12/07/2019,Actual,,42,2,,,,,,2,100
NCT04040621,Phase 1,15/06/2020,Actual,0,4,0,0,0,,0,,0,4
NCT04051944,Phase 2,21/08/2019,Actual,,2,,,,,,2,8,72
NCT04053023,Phase 1,27/08/2019,Actual,,,2,,,,,,,36
NCT04054193,Phase 4,09/09/2019,Actual,14,0,2,0,22,,6,,4,158
NCT04056611,Phase 2,26/12/2019,Actual,0,0,0,0,1,,0,,3,2
NCT04058353,Phase 3,28/08/2019,Actual,6,,4,,20,2,2,,72,926
NCT04059094,Phase 2,16/09/2019,Actual,0,2,2,0,2,,0,,0,202
NCT04064346,Phase 3,28/10/2021,Actual,0,2,1,0,1,,0,,0,20
NCT04066491,Phase 2/Phase 3,20/09/2019,Actual,2,378,2,2,88,,2,,16,746
NCT04066738,Not Applicable,27/09/2017,Actual,0,0,0,0,,,0,,0,2
NCT04068181,Phase 2,22/01/2020,Actual,0,0,0,0,0,,,6,6,272
NCT04068792,Phase 2,10/10/2019,Actual,36,2,4,0,,,0,,0,2
NCT04072887,Phase 2,12/09/2019,Actual,52,332,42,0,,,0,,0,1522
NCT04073407,Not Applicable,27/07/2019,Actual,0,4,0,0,,,0,,0,14
NCT04080752,Phase 2,17/09/2019,Actual,0,4,52,0,,,0,,4,384
NCT04086472,Phase 2,28/10/2019,Actual,0,10,2,0,2,,12,,0,294
NCT04091360,Phase 2,29/04/2019,Actual,0,0,0,0,0,,0,,0,160
NCT04093024,Phase 3,03/12/2019,Actual,4,4,6,0,24,,0,,4,114
NCT04095286,Phase 1,30/09/2019,Actual,,3,,,,1,,,,25
NCT04095793,Phase 3,19/09/2019,Actual,0,1,1,0,2,,0,,3,213
NCT04099641,Phase 2,11/09/2019,Actual,0,90,6,0,8,,0,,24,192
NCT04102007,Phase 3,12/11/2019,Actual,1,27,1,0,25,,1,,0,449
NCT04102189,Phase 3,07/10/2019,Actual,4,8,32,,44,,,40,0,676
NCT04105972,Phase 3,03/10/2019,Actual,,,,,6,,,,8,336
NCT04110366,Not Applicable,14/06/2018,Actual,,,,,0,,,,0,96
NCT04124926,Phase 3,28/10/2019,Actual,,,,,242,,,,10,1802
NCT04126343,Phase 1,23/10/2019,Actual,,6,6,,,,,10,,86
NCT04131517,Phase 1,23/10/2019,Actual,0,0,0,0,,,,2,,26
NCT04131959,Not Applicable,29/10/2019,Actual,0,0,0,0,,,0,,0,5
NCT04138043,Phase 1,05/12/2019,Actual,,18,,,,,,,,
NCT04150341,Phase 2,06/11/2019,Actual,0,2,3,0,0,,0,,0,43
NCT04153929,Phase 2,30/04/2020,Actual,4,84,40,2,182,,0,,4,1328
NCT04158648,Phase 3,10/02/2020,Actual,,3,6,,2,,,,12,123
NCT04161495,Phase 3,19/11/2019,Actual,0,58,6,0,,,0,,60,194
NCT04163900,Phase 3,24/12/2019,Actual,2,306,16,2,104,,0,,152,2510
NCT04167670,Phase 3,10/12/2019,Actual,,,,,566,,,,8,1518
NCT04169373,Phase 3,26/11/2019,Actual,2,252,14,0,152,,2,,0,2510
NCT04173494,Phase 3,07/02/2020,Actual,0,36,8,0,22,,0,,62,652
NCT04175808,Phase 1,14/11/2019,Actual,0,4,6,0,0,,1,,0,109
NCT04193202,Phase 3,21/05/2020,Actual,100,10,6,0,294,,116,,4,1146
NCT04202679,Phase 3,16/01/2020,Actual,2,104,16,2,,,2,,2,192
NCT04208412,Phase 2,02/07/2019,Actual,0,0,0,0,0,,0,,4,268
NCT04218266,Phase 2,30/01/2020,Actual,,238,6,,,,,,2,1260
NCT04223232,Phase 1,10/12/2019,Actual,0,0,1,0,0,,1,,0,10
NCT04223778,Phase 3,18/02/2020,Actual,0,76,358,0,262,,0,,104,1888
NCT04229303,Phase 1,11/02/2020,Actual,0,4,4,0,,,2,,2,104
NCT04248465,Phase 3,30/03/2020,Actual,4,68,2,0,68,,8,,148,1230
NCT04252586,Phase 3,28/02/2020,Actual,1,0,0,0,1,,0,,0,40
NCT04253236,Phase 2,11/08/2020,Actual,0,8,0,0,0,,0,,0,12
NCT04278872,Phase 2,09/11/2020,Actual,0,0,0,0,0,,2,,0,50
NCT04280705,Phase 3,21/02/2020,Actual,14,270,452,8,500,,6,,356,2642
NCT04292730,Phase 3,15/03/2020,Actual,12,326,412,8,514,,,164,170,2742
NCT04292899,Phase 3,06/03/2020,Actual,94,892,1608,82,3508,,,1386,842,10940
NCT04303780,Phase 3,04/06/2020,Actual,0,86,4,0,28,,2,,32,1228
NCT04304508,Phase 2,15/06/2020,Actual,0,536,36,6,,,0,,28,3010
NCT04304534,Phase 2,17/06/2020,Actual,6,406,16,0,,,10,,34,2730
NCT04311424,Phase 1,28/07/2020,Actual,0,0,0,0,0,,0,,0,12
NCT04318093,Phase 2,06/11/2020,Actual,0,0,0,0,,,0,,0,50
NCT04320615,Phase 3,03/04/2020,Actual,26,76,132,16,282,,2,,180,1038
NCT04335136,Phase 2,30/04/2020,Actual,0,4,2,0,0,,0,,0,704
NCT04349098,Phase 2,17/04/2020,Actual,0,20,94,4,146,,66,,50,380
NCT04350593,Phase 3,22/04/2020,Actual,34,128,338,2,1512,,158,,282,2508
NCT04353817,Phase 3,19/06/2020,Actual,2,2,2,0,2,,2,,120,354
NCT04362137,Phase 3,02/05/2020,Actual,78,20,30,,,,10,,24,702
NCT04362813,Phase 3,30/04/2020,Actual,22,38,144,12,,,0,,62,630
NCT04376684,Phase 2,28/05/2020,Actual,130,300,126,,,166,36,,42,1512
NCT04378010,Phase 2,27/01/2020,Actual,2,14,8,0,,,2,,0,168
NCT04388176,Phase 2,03/01/2020,Actual,0,0,0,0,0,,0,,0,48
NCT04392219,Phase 1,10/04/2020,Actual,0,0,8,0,,,8,,0,244
NCT04398134,Phase 2,28/08/2020,Actual,0,170,4,0,,,0,,0,2
NCT04401579,Phase 3,08/05/2020,Actual,20,202,312,22,1062,,0,,550,1964
NCT04402866,Phase 2,24/06/2020,Actual,,,,,48,,,,14,408
NCT04410445,Phase 3,27/07/2020,Actual,0,4,0,0,64,,6,,266,2720
NCT04411082,Phase 2,16/10/2020,Actual,0,54,4,0,,,0,,26,160
NCT04418765,Phase 3,01/06/2020,Actual,,,,,2,,,4,1836,1718
NCT04419506,Phase 2,28/07/2020,Actual,0,64,0,0,26,,0,,0,498
NCT04421027,Phase 3,12/06/2020,Actual,632,348,150,10,,,6,,64,1840
NCT04441788,Phase 2,22/12/2020,Actual,0,0,0,0,0,,2,,0,234
NCT04452435,Phase 2,21/07/2020,Actual,0,212,0,0,0,,0,,0,212
NCT04460183,Phase 2/Phase 3,29/07/2020,Actual,0,16,4,0,0,,0,,2,54
NCT04474197,Phase 2,24/07/2020,Actual,0,0,0,0,2,,0,,10,164
NCT04488770,Phase 1,24/08/2020,Actual,,6,10,,,,4,,,102
NCT04501952,Phase 3,18/09/2020,Actual,72,26,84,2,470,,,10,72,1512
NCT04504032,Phase 2,02/09/2020,Actual,8,2,72,0,190,,0,28,10,1678
NCT04515394,Phase 2,28/01/2021,Actual,0,0,0,0,0,,0,,0,6
NCT04516759,Phase 2,12/08/2020,Actual,,,,,0,,,,12,294
NCT04540627,Phase 1,06/07/2020,Actual,2,0,4,0,,,12,,0,94
NCT04545060,Phase 2/Phase 3,27/08/2020,Actual,6,90,164,0,1382,,8,,4,2574
NCT04546581,Phase 3,08/10/2020,Actual,4,140,174,6,,,44,,150,668
NCT04562155,Phase 2,02/10/2020,Actual,,,,,20,,,,0,600
NCT04575584,Phase 2/Phase 3,19/10/2020,Actual,12,46,36,2,228,,54,,16,822
NCT04576455,Phase 2,27/11/2020,Actual,2,248,8,0,86,,2,,6,860
NCT04603027,Phase 2,21/09/2020,Actual,,,,,14,,,,2,482
NCT04604795,Phase 1,04/11/2020,Actual,,14,16,,,,2,,,98
NCT04617847,Phase 1/Phase 2,13/04/2020,Actual,0,0,0,0,0,,0,,0,108
NCT04617860,Phase 1/Phase 2,24/09/2019,Actual,0,0,0,0,0,,0,,0,144
NCT04623242,Phase 2/Phase 3,31/12/2012,Actual,,,,,90,,,,2,428
NCT04625972,Phase 3,02/12/2020,Actual,14,56,224,6,,,14,,42,1886
NCT04634253,Phase 2,04/01/2021,Actual,60,0,4,0,,,0,,0,132
NCT04640168,Phase 3,02/12/2020,Actual,36,140,376,10,694,,10,,326,2448
NCT04680273,Phase 1,07/01/2021,Actual,0,0,0,0,0,,0,,0,64
NCT04704869,Phase 3,31/01/2017,Actual,,,32,,2,,,38,34,86
NCT04709835,Phase 2,03/02/2021,Actual,2,2,6,0,16,,0,,2,372
NCT04730349,Phase 1/Phase 2,03/06/2021,Actual,,,,,2,,,,8,20
NCT04732949,Phase 3,12/01/2021,Actual,,,,,204,,,,82,960
NCT04745351,Phase 3,31/03/2021,Actual,2,12,122,2,62,,,22,18,732
NCT04796831,Phase 1,26/04/2021,Actual,0,0,0,0,,,0,,0,8
NCT04829214,Phase 2,22/03/2021,Actual,2,2,22,0,30,,0,,16,540
NCT04884191,Phase 2,31/07/2017,Actual,2,8,10,0,,,0,,24,278
NCT04997161,Phase 4,17/08/2021,Actual,0,0,0,0,,,0,,0,0
NCT05176717,Phase 2/Phase 3,15/12/2021,Actual,0,0,0,0,2,,0,,0,18
NCT05288829,Phase 1,19/08/2016,Actual,,,,,4,,,,0,80
